customer_id,country,signup_date,email,total_spend_eur,avg_transaction_value,transaction_frequency,last_tx_date,recency_days,high_ticket_user,cross_border_count
104,FI,2023-08-27,user103@example.com,1238.90845,61.94542249999999,20,2020-11-13 07:25:00,29,False,8
105,NO,2023-03-15,user104@example.com,1108.53539,46.188974583333334,24,2020-11-19 23:34:00,23,False,18
106,NO,2019-01-10,user105@example.com,985.3952400000001,44.79069272727273,22,2020-12-08 05:50:00,4,False,19
107,NO,2019-02-06,user106@example.com,1413.57392,38.20470054054054,37,2020-11-28 06:06:00,14,False,29
108,FI,2019-02-16,user107@example.com,995.4548,41.47728333333333,24,2020-11-30 03:51:00,13,False,15
109,NO,2020-03-04,user108@example.com,1429.61054,68.07669238095238,21,2020-11-01 21:32:00,41,False,20
110,DK,2023-04-04,user109@example.com,1433.65375,46.24689516129032,31,2020-12-06 05:39:00,6,False,25
111,FI,2022-11-26,user110@example.com,1356.73141,48.45469321428572,28,2020-11-18 22:42:00,24,False,18
112,DK,2023-11-21,user111@example.com,1340.63633,43.24633322580645,31,2020-11-22 22:03:00,20,False,23
113,FI,2019-02-25,user112@example.com,1037.81882,37.06495785714286,28,2020-12-10 20:33:00,2,False,19
114,NO,2022-10-31,user113@example.com,879.06436,43.953218,20,2020-11-08 08:51:00,34,False,17
115,DK,2022-05-03,user114@example.com,758.24453,44.60261941176471,17,2020-11-27 09:16:00,15,False,13
116,FI,2021-03-21,user115@example.com,1103.54902,52.54995333333333,21,2020-11-29 02:14:00,14,False,9
117,SE,2020-10-29,user116@example.com,1595.8956600000001,63.8358264,25,2020-11-29 13:05:00,13,False,23
118,NO,2021-03-28,user117@example.com,964.88633,53.60479611111111,18,2020-12-11 21:20:00,1,False,13
119,FI,2020-01-27,user118@example.com,807.67942,33.653309166666666,24,2020-12-02 15:22:00,10,False,18
120,SE,2022-11-16,user119@example.com,853.32797,60.951997857142864,14,2020-12-08 13:58:00,4,False,12
121,FI,2022-01-27,user120@example.com,1028.3337,33.17205483870968,31,2020-12-04 08:59:00,8,False,22
122,SE,2019-08-20,user121@example.com,683.75507,24.41982392857143,28,2020-12-12 04:03:00,1,False,22
123,NO,2020-05-14,user122@example.com,1435.93596,46.32051483870968,31,2020-12-09 07:37:00,3,False,23
124,DK,2023-05-30,user123@example.com,1006.9552799999999,43.78066434782608,23,2020-11-28 19:37:00,14,False,16
125,SE,2021-10-15,user124@example.com,855.38343,40.73254428571428,21,2020-12-05 20:15:00,7,False,18
126,FI,2020-04-19,user125@example.com,1452.95674,53.8132125925926,27,2020-11-14 21:03:00,28,False,16
127,NO,2022-10-28,user126@example.com,1517.28403,65.96887086956522,23,2020-10-28 00:03:00,46,False,19
128,SE,2023-02-03,user127@example.com,348.80566,29.067138333333332,12,2020-11-05 05:56:00,37,False,7
129,FI,2020-07-03,user128@example.com,563.45563,40.246830714285714,14,2020-11-22 06:45:00,20,False,9
130,FI,2022-06-04,user129@example.com,1518.1783,66.00775217391305,23,2020-11-27 23:17:00,15,False,11
131,FI,2022-05-29,user130@example.com,1195.1037900000001,49.79599125000001,24,2020-11-28 09:29:00,14,False,15
132,SE,2022-12-08,user131@example.com,1502.10341,62.58764208333333,24,2020-12-09 21:27:00,3,False,23
133,SE,2020-06-10,user132@example.com,1027.59781,44.67816565217391,23,2020-11-20 09:31:00,22,False,16
134,SE,2020-11-21,user133@example.com,1341.60825,49.689194444444446,27,2020-12-05 02:17:00,8,False,23
135,DK,2022-05-09,user134@example.com,744.07503,46.504689375,16,2020-10-28 22:38:00,45,False,15
136,SE,2020-10-17,user135@example.com,1688.96324,64.96012461538461,26,2020-11-08 04:02:00,35,False,24
137,SE,2019-09-14,user136@example.com,1083.96851,51.61754809523809,21,2020-11-27 09:40:00,15,False,21
138,SE,2022-05-24,user137@example.com,1497.0168800000001,57.577572307692314,26,2020-11-23 03:08:00,20,False,22
139,DK,2023-08-28,user138@example.com,1615.77777,52.1218635483871,31,2020-12-02 11:49:00,10,False,24
140,SE,2021-03-26,user139@example.com,846.46786,47.02599222222222,18,2020-12-12 00:23:00,1,False,13
141,FI,2022-08-10,user140@example.com,952.12613,43.27846045454545,22,2020-11-17 23:39:00,25,False,12
142,SE,2021-01-13,user141@example.com,1133.1880800000001,59.64147789473685,19,2020-12-07 22:13:00,5,False,16
143,FI,2019-04-04,user142@example.com,927.43955,37.097582,25,2020-12-12 15:45:00,0,False,18
144,FI,2021-07-29,user143@example.com,634.7304300000001,30.225258571428576,21,2020-11-26 22:14:00,16,False,17
145,FI,2019-01-09,user144@example.com,831.63712,34.65154666666667,24,2020-11-10 20:44:00,32,False,15
146,DK,2019-09-28,user145@example.com,529.56219,27.871694210526314,19,2020-11-28 11:33:00,14,False,14
147,DK,2023-12-06,user146@example.com,1380.74397,51.138665555555555,27,2020-10-24 00:47:00,50,False,21
148,DK,2020-09-07,user147@example.com,834.74007,43.93368789473684,19,2020-10-10 19:56:00,63,False,16
149,SE,2023-01-15,user148@example.com,879.72144,33.83544,26,2020-12-07 14:10:00,5,False,20
150,FI,2023-03-12,user149@example.com,666.09478,44.40631866666667,15,2020-12-04 15:20:00,8,False,10
151,DK,2021-12-31,user150@example.com,791.4777,31.659108,25,2020-12-11 18:46:00,1,False,18
152,DK,2019-08-26,user151@example.com,1202.96742,42.96312214285714,28,2020-11-24 04:18:00,19,False,23
153,SE,2021-11-26,user152@example.com,903.41009,43.019528095238094,21,2020-12-04 14:22:00,8,False,15
154,DK,2021-07-01,user153@example.com,1277.64358,42.58811933333333,30,2020-11-22 09:56:00,20,False,21
155,SE,2023-03-25,user154@example.com,1959.26287,81.63595291666667,24,2020-12-12 22:15:00,0,False,21
156,NO,2021-09-04,user155@example.com,1035.89409,34.529803,30,2020-12-10 21:50:00,2,False,26
157,DK,2022-12-20,user156@example.com,857.58074,53.59879625,16,2020-12-08 14:10:00,4,False,13
158,NO,2023-08-23,user157@example.com,1062.2062,59.01145555555556,18,2020-12-08 05:19:00,4,False,14
159,SE,2020-04-27,user158@example.com,1203.78266,46.29933307692308,26,2020-12-12 02:21:00,1,False,21
160,FI,2023-01-11,user159@example.com,1113.23459,44.5293836,25,2020-12-10 20:06:00,2,False,16
161,DK,2022-08-20,user160@example.com,938.34443,36.090170384615384,26,2020-12-12 23:20:00,0,False,19
162,SE,2021-01-04,user161@example.com,1075.52342,43.0209368,25,2020-12-11 19:34:00,1,False,22
163,FI,2022-05-31,user162@example.com,1044.12096,45.396563478260866,23,2020-12-12 10:17:00,0,False,13
164,FI,2022-08-17,user163@example.com,720.63708,37.928267368421054,19,2020-11-11 18:29:00,31,False,13
165,NO,2023-11-22,user164@example.com,635.79523,30.27596333333333,21,2020-09-19 11:10:00,84,False,15
166,SE,2020-08-15,user165@example.com,779.63064,35.43775636363636,22,2020-12-09 17:56:00,3,False,17
167,FI,2019-06-05,user166@example.com,1778.74913,59.29163766666667,30,2020-12-12 15:23:00,0,False,17
168,DK,2020-02-05,user167@example.com,886.06505,28.582743548387096,31,2020-11-30 09:01:00,12,False,20
169,DK,2020-07-29,user168@example.com,944.62833,32.57339068965517,29,2020-12-03 10:51:00,9,False,19
170,NO,2021-03-13,user169@example.com,1001.4928,41.72886666666667,24,2020-12-03 09:04:00,9,False,18
171,FI,2021-08-23,user170@example.com,1080.57763,43.2231052,25,2020-12-08 16:16:00,4,False,15
172,SE,2019-10-21,user171@example.com,1123.81638,46.8256825,24,2020-08-27 12:43:00,107,False,18
173,DK,2023-06-14,user172@example.com,683.42736,32.54416,21,2020-11-27 08:03:00,15,False,17
174,FI,2022-03-27,user173@example.com,1592.2952,58.973896296296296,27,2020-11-24 12:59:00,18,False,11
175,FI,2021-11-17,user174@example.com,797.35123,39.8675615,20,2020-12-12 17:29:00,0,False,12
176,NO,2019-06-20,user175@example.com,1257.7517,52.40632083333333,24,2020-10-15 01:28:00,59,False,21
177,DK,2023-01-28,user176@example.com,1093.07086,49.68503909090909,22,2020-11-30 11:37:00,12,False,14
178,DK,2019-07-09,user177@example.com,1137.6409,54.1733761904762,21,2020-11-06 18:54:00,36,False,17
179,SE,2020-09-04,user178@example.com,1295.87746,38.11404294117647,34,2020-12-08 17:05:00,4,False,26
180,DK,2023-04-26,user179@example.com,1294.30389,47.93718111111111,27,2020-11-18 07:41:00,24,False,20
181,SE,2022-09-25,user180@example.com,634.64573,33.40240684210526,19,2020-12-08 23:29:00,4,False,15
182,DK,2020-07-08,user181@example.com,860.3187,50.60698235294118,17,2020-12-13 00:11:00,0,False,14
183,NO,2020-12-04,user182@example.com,1094.39632,40.53319703703704,27,2020-11-14 22:41:00,28,False,20
184,DK,2022-07-30,user183@example.com,776.93907,36.99709857142857,21,2020-11-28 23:28:00,14,False,17
185,SE,2021-12-13,user184@example.com,926.41493,30.880497666666667,30,2020-11-30 15:56:00,12,False,26
186,SE,2020-01-10,user185@example.com,1401.5721800000001,43.799130625000004,32,2020-11-27 13:28:00,15,False,28
187,NO,2019-11-09,user186@example.com,537.82996,25.610950476190478,21,2020-11-14 18:39:00,28,False,16
188,DK,2019-04-25,user187@example.com,789.29868,30.35764153846154,26,2020-11-29 01:27:00,14,False,20
189,DK,2019-03-27,user188@example.com,1068.27713,50.87033952380952,21,2020-12-11 07:50:00,1,False,14
190,NO,2021-11-29,user189@example.com,961.39284,50.59962315789473,19,2020-12-07 11:26:00,5,False,17
191,DK,2023-02-13,user190@example.com,1311.54631,57.02375260869565,23,2020-10-30 09:33:00,43,False,18
192,DK,2021-01-04,user191@example.com,902.18209,47.48326789473684,19,2020-11-13 12:09:00,29,False,15
193,SE,2023-02-17,user192@example.com,1418.62056,59.109190000000005,24,2020-12-11 22:36:00,1,False,18
194,DK,2021-07-27,user193@example.com,1565.46503,57.980186296296296,27,2020-11-29 11:53:00,13,False,24
195,DK,2023-10-25,user194@example.com,1011.68555,38.91098269230769,26,2020-12-12 15:17:00,0,False,24
196,NO,2023-02-09,user195@example.com,993.03792,47.28752,21,2020-11-21 02:37:00,22,False,17
197,NO,2019-07-11,user196@example.com,1027.92152,36.71148285714286,28,2020-12-01 22:09:00,11,False,20
198,FI,2019-01-11,user197@example.com,1211.90865,52.69168043478261,23,2020-11-26 20:08:00,16,False,14
199,SE,2021-02-01,user198@example.com,1042.18567,45.31242043478261,23,2020-12-09 04:17:00,4,False,19
200,DK,2020-11-15,user199@example.com,557.33279,24.23186043478261,23,2020-12-12 07:07:00,0,False,18
201,DK,2022-11-30,user200@example.com,827.89684,34.49570166666667,24,2020-12-09 10:01:00,3,False,20
202,FI,2023-10-14,user201@example.com,886.21356,46.642818947368426,19,2020-12-06 17:25:00,6,False,12
203,DK,2023-10-20,user202@example.com,972.60451,42.28715260869565,23,2020-12-11 15:10:00,1,False,17
204,SE,2022-04-10,user203@example.com,868.2786900000001,36.178278750000004,24,2020-11-30 01:17:00,13,False,16
205,FI,2022-08-08,user204@example.com,1488.82169,57.26237269230769,26,2020-12-04 13:29:00,8,False,13
206,SE,2023-05-29,user205@example.com,989.27155,38.04890576923077,26,2020-11-28 04:25:00,15,False,18
207,FI,2019-04-21,user206@example.com,959.14664,50.48140210526316,19,2020-11-24 20:10:00,18,False,10
208,FI,2022-03-15,user207@example.com,891.61365,25.474675714285713,35,2020-12-07 10:18:00,5,False,28
209,NO,2019-09-09,user208@example.com,1154.27587,42.75095814814814,27,2020-12-11 17:34:00,1,False,20
210,SE,2023-03-09,user209@example.com,911.2345700000001,33.74942851851852,27,2020-11-10 09:09:00,32,False,20
211,DK,2020-06-06,user210@example.com,928.0683300000001,46.403416500000006,20,2020-11-28 12:59:00,14,False,17
212,DK,2022-12-31,user211@example.com,1366.89946,48.81783785714286,28,2020-12-07 02:08:00,6,False,24
213,SE,2019-08-18,user212@example.com,1112.95135,50.58869772727273,22,2020-12-04 01:28:00,9,False,17
214,DK,2019-05-09,user213@example.com,1112.89821,58.57359,19,2020-12-07 10:57:00,5,False,17
215,DK,2020-04-12,user214@example.com,1181.63534,47.2654136,25,2020-11-09 05:06:00,34,False,16
216,SE,2023-01-15,user215@example.com,1197.97098,41.309344137931035,29,2020-11-24 03:04:00,19,False,26
217,FI,2023-04-22,user216@example.com,1698.71734,58.57646,29,2020-11-30 22:57:00,12,False,14
218,SE,2021-09-01,user217@example.com,473.19465,36.399588461538464,13,2020-12-12 09:26:00,0,False,11
219,FI,2019-09-15,user218@example.com,621.89545,29.614069047619047,21,2020-11-22 20:14:00,20,False,17
220,DK,2019-02-13,user219@example.com,1065.92276,46.344467826086955,23,2020-12-08 07:46:00,4,False,17
221,DK,2021-02-09,user220@example.com,904.26319,29.169780322580646,31,2020-12-10 20:05:00,2,False,22
222,DK,2020-11-05,user221@example.com,934.44559,38.93523291666667,24,2020-12-06 04:38:00,7,False,17
223,NO,2019-08-16,user222@example.com,2039.86294,67.99543133333333,30,2020-12-12 17:47:00,0,False,26
224,FI,2020-02-17,user223@example.com,1079.51198,46.93530347826087,23,2020-12-01 11:19:00,11,False,14
225,NO,2019-09-27,user224@example.com,1642.07201,52.97006483870968,31,2020-12-05 18:31:00,7,False,24
226,NO,2023-01-14,user225@example.com,1081.073,41.57973076923077,26,2020-12-05 11:14:00,7,False,19
227,SE,2023-01-10,user226@example.com,522.46385,23.74835681818182,22,2020-11-30 12:08:00,12,False,16
228,NO,2021-12-02,user227@example.com,1852.3626,57.88633125,32,2020-11-24 22:08:00,18,False,27
229,SE,2019-07-10,user228@example.com,650.54899,27.106207916666666,24,2020-11-28 15:48:00,14,False,19
230,SE,2020-07-12,user229@example.com,1374.01799,49.072071071428574,28,2020-11-20 05:11:00,23,False,21
231,NO,2022-10-16,user230@example.com,933.50298,35.90396076923077,26,2020-12-04 05:37:00,8,False,19
232,FI,2023-04-20,user231@example.com,513.27719,24.441770952380953,21,2020-12-08 08:55:00,4,False,18
233,FI,2021-12-28,user232@example.com,1337.97198,51.46046076923077,26,2020-11-13 15:15:00,29,False,15
234,FI,2022-10-17,user233@example.com,1443.1172,48.10390666666667,30,2020-12-04 06:29:00,8,False,18
235,FI,2023-09-18,user234@example.com,503.87051,25.1935255,20,2020-12-13 00:21:00,0,False,16
236,FI,2022-08-01,user235@example.com,828.53128,36.02309913043479,23,2020-12-12 05:09:00,1,False,17
237,NO,2022-10-11,user236@example.com,950.88273,39.62011375,24,2020-12-07 12:23:00,5,False,17
238,NO,2021-09-03,user237@example.com,1439.31282,53.307882222222226,27,2020-12-05 10:32:00,7,False,22
239,DK,2023-03-21,user238@example.com,1292.18914,49.6995823076923,26,2020-12-07 15:50:00,5,False,20
240,FI,2023-08-09,user239@example.com,1577.89677,41.52359921052632,38,2020-12-09 17:51:00,3,False,24
241,NO,2019-11-25,user240@example.com,1033.50319,46.97741772727272,22,2020-11-14 10:35:00,28,False,16
242,DK,2020-08-15,user241@example.com,1388.32853,66.11088238095238,21,2020-12-11 22:51:00,1,False,20
243,FI,2023-05-17,user242@example.com,1410.83454,67.18259714285715,21,2020-12-05 14:48:00,7,False,9
244,SE,2022-02-12,user243@example.com,817.7026599999999,40.885132999999996,20,2020-12-07 01:10:00,6,False,16
245,DK,2022-04-30,user244@example.com,1043.19968,40.123064615384614,26,2020-12-12 20:22:00,0,False,21
246,NO,2021-09-11,user245@example.com,971.0965,37.349865384615384,26,2020-12-13 01:54:00,0,False,22
247,SE,2019-04-30,user246@example.com,1362.419,43.949000000000005,31,2020-11-18 06:35:00,24,False,25
248,SE,2020-11-14,user247@example.com,721.23123,31.35787956521739,23,2020-12-07 11:28:00,5,False,16
249,SE,2020-03-14,user248@example.com,420.95698000000004,26.309811250000003,16,2020-12-01 13:47:00,11,False,13
250,DK,2022-04-10,user249@example.com,922.49701,36.8998804,25,2020-11-29 02:20:00,14,False,20
251,NO,2022-10-03,user250@example.com,869.24844,41.392782857142855,21,2020-11-17 10:14:00,25,False,19
252,SE,2022-07-07,user251@example.com,753.696,50.2464,15,2020-12-13 05:06:00,0,False,13
253,FI,2019-09-14,user252@example.com,1577.27513,56.33125464285714,28,2020-12-10 11:22:00,2,False,14
254,SE,2019-05-15,user253@example.com,799.14184,39.957092,20,2020-12-07 04:29:00,6,False,16
255,SE,2020-11-14,user254@example.com,712.54135,32.38824318181818,22,2020-12-06 22:40:00,6,False,15
256,DK,2019-11-30,user255@example.com,777.21871,43.17881722222222,18,2020-11-21 05:42:00,21,False,15
257,DK,2023-07-08,user256@example.com,1763.41264,45.215708717948715,39,2020-12-07 17:32:00,5,False,35
258,NO,2022-03-19,user257@example.com,1221.80413,55.53655136363636,22,2020-11-04 13:52:00,38,False,16
259,FI,2021-07-09,user258@example.com,1763.09926,56.87416967741935,31,2020-12-06 01:54:00,7,False,17
