customer_id,country,signup_date,email
372,FI,2020-06-01,user371@example.com
373,NO,2020-07-31,user372@example.com
374,FI,2019-07-27,user373@example.com
375,SE,2019-01-13,user374@example.com
376,FI,2019-11-28,user375@example.com
377,FI,2023-01-19,user376@example.com
378,SE,2021-11-25,user377@example.com
379,NO,2022-07-25,user378@example.com
380,SE,2020-01-17,user379@example.com
381,FI,2020-08-02,user380@example.com
382,NO,2019-12-17,user381@example.com
383,FI,2023-04-23,user382@example.com
384,SE,2022-09-24,user383@example.com
385,SE,2019-06-28,user384@example.com
386,FI,2023-11-21,user385@example.com
387,DK,2020-10-20,user386@example.com
388,DK,2019-06-27,user387@example.com
389,SE,2020-09-12,user388@example.com
390,SE,2019-12-26,user389@example.com
391,DK,2022-08-07,user390@example.com
392,DK,2023-08-29,user391@example.com
393,FI,2019-03-25,user392@example.com
394,FI,2020-04-21,user393@example.com
395,DK,2020-03-25,user394@example.com
396,FI,2023-10-11,user395@example.com
397,FI,2020-07-01,user396@example.com
398,NO,2019-05-17,user397@example.com
399,FI,2021-01-05,user398@example.com
400,SE,2023-03-25,user399@example.com
401,FI,2023-05-20,user400@example.com
402,FI,2022-08-16,user401@example.com
403,DK,2021-01-07,user402@example.com
404,SE,2023-09-01,user403@example.com
405,FI,2020-10-07,user404@example.com
406,FI,2020-08-20,user405@example.com
407,NO,2022-04-12,user406@example.com
408,FI,2023-06-19,user407@example.com
409,FI,2021-07-23,user408@example.com
410,NO,2019-07-05,user409@example.com
411,DK,2019-05-10,user410@example.com
412,FI,2022-03-03,user411@example.com
413,NO,2022-04-24,user412@example.com
414,SE,2021-07-11,user413@example.com
415,DK,2021-07-18,user414@example.com
416,SE,2021-04-29,user415@example.com
417,SE,2021-07-13,user416@example.com
418,NO,2019-01-13,user417@example.com
419,FI,2022-04-13,user418@example.com
420,NO,2021-03-22,user419@example.com
421,NO,2023-11-25,user420@example.com
422,NO,2022-04-13,user421@example.com
423,NO,2019-11-11,user422@example.com
424,DK,2022-12-09,user423@example.com
425,FI,2021-06-04,user424@example.com
426,SE,2022-12-05,user425@example.com
427,SE,2020-06-23,user426@example.com
428,FI,2023-10-22,user427@example.com
429,SE,2019-07-13,user428@example.com
430,FI,2023-01-11,user429@example.com
431,SE,2022-05-01,user430@example.com
432,NO,2023-10-05,user431@example.com
433,SE,2022-11-13,user432@example.com
434,FI,2022-06-15,user433@example.com
435,FI,2021-01-01,user434@example.com
436,FI,2023-03-31,user435@example.com
437,FI,2023-11-10,user436@example.com
438,FI,2020-11-21,user437@example.com
439,DK,2022-05-07,user438@example.com
440,DK,2023-08-22,user439@example.com
441,SE,2022-09-14,user440@example.com
442,FI,2022-08-06,user441@example.com
443,SE,2022-01-13,user442@example.com
444,FI,2023-10-16,user443@example.com
445,FI,2022-08-30,user444@example.com
446,DK,2021-10-04,user445@example.com
447,DK,2020-08-30,user446@example.com
448,NO,2020-02-06,user447@example.com
449,DK,2019-10-04,user448@example.com
450,NO,2023-02-18,user449@example.com
451,NO,2023-08-27,user450@example.com
452,NO,2021-10-26,user451@example.com
453,NO,2023-08-28,user452@example.com
454,NO,2020-07-30,user453@example.com
455,SE,2019-11-21,user454@example.com
456,DK,2023-11-03,user455@example.com
457,NO,2022-02-22,user456@example.com
458,FI,2023-01-16,user457@example.com
459,DK,2021-02-16,user458@example.com
460,DK,2019-06-09,user459@example.com
461,NO,2021-06-25,user460@example.com
462,SE,2022-12-23,user461@example.com
463,NO,2019-12-23,user462@example.com
464,SE,2023-07-07,user463@example.com
465,FI,2019-06-02,user464@example.com
466,DK,2020-03-07,user465@example.com
467,FI,2019-07-26,user466@example.com
468,SE,2020-08-02,user467@example.com
469,SE,2022-11-29,user468@example.com
470,FI,2022-05-22,user469@example.com
471,SE,2023-06-05,user470@example.com
472,FI,2020-02-02,user471@example.com
473,DK,2021-09-23,user472@example.com
474,FI,2021-05-25,user473@example.com
475,DK,2019-01-11,user474@example.com
476,FI,2023-07-13,user475@example.com
477,SE,2022-08-14,user476@example.com
478,FI,2020-01-11,user477@example.com
479,SE,2020-05-01,user478@example.com
480,FI,2021-05-14,user479@example.com
481,FI,2021-01-17,user480@example.com
482,NO,2022-05-12,user481@example.com
483,SE,2019-12-22,user482@example.com
484,NO,2022-10-01,user483@example.com
485,SE,2023-11-11,user484@example.com
486,NO,2021-07-18,user485@example.com
487,DK,2023-07-08,user486@example.com
488,FI,2019-09-25,user487@example.com
489,SE,2019-04-09,user488@example.com
490,SE,2019-10-18,user489@example.com
491,FI,2021-09-03,user490@example.com
492,SE,2022-03-15,user491@example.com
493,SE,2020-12-20,user492@example.com
494,NO,2022-03-17,user493@example.com
495,SE,2023-02-04,user494@example.com
496,DK,2021-01-08,user495@example.com
497,DK,2020-12-01,user496@example.com
498,FI,2020-11-05,user497@example.com
499,SE,2022-04-23,user498@example.com
500,FI,2023-01-26,user499@example.com
501,DK,2022-09-16,user500@example.com
502,SE,2021-07-02,user501@example.com
503,SE,2020-05-07,user502@example.com
504,FI,2020-04-09,user503@example.com
505,DK,2019-04-19,user504@example.com
506,SE,2021-01-08,user505@example.com
507,FI,2023-10-28,user506@example.com
508,DK,2019-03-02,user507@example.com
509,FI,2020-01-23,user508@example.com
510,NO,2020-11-25,user509@example.com
511,SE,2022-08-07,user510@example.com
512,NO,2021-12-06,user511@example.com
513,DK,2022-05-25,user512@example.com
514,NO,2019-06-30,user513@example.com
515,NO,2022-05-31,user514@example.com
516,DK,2020-11-29,user515@example.com
517,FI,2019-03-19,user516@example.com
518,NO,2021-10-31,user517@example.com
519,FI,2021-05-07,user518@example.com
520,NO,2022-06-25,user519@example.com
521,FI,2021-01-05,user520@example.com
522,DK,2021-10-19,user521@example.com
523,NO,2023-05-27,user522@example.com
524,DK,2023-08-15,user523@example.com
525,NO,2023-11-12,user524@example.com
526,DK,2020-10-19,user525@example.com
527,DK,2022-01-01,user526@example.com
528,NO,2021-04-11,user527@example.com
529,NO,2020-06-08,user528@example.com
530,NO,2019-06-19,user529@example.com
531,SE,2019-08-20,user530@example.com
532,FI,2021-06-09,user531@example.com
533,SE,2021-07-18,user532@example.com
534,SE,2019-06-25,user533@example.com
535,DK,2020-03-02,user534@example.com
536,NO,2019-08-11,user535@example.com
537,FI,2022-02-24,user536@example.com
538,DK,2020-01-02,user537@example.com
539,SE,2019-07-16,user538@example.com
540,NO,2021-01-25,user539@example.com
541,DK,2022-01-02,user540@example.com
542,NO,2022-12-29,user541@example.com
543,DK,2021-12-01,user542@example.com
544,NO,2021-02-03,user543@example.com
545,SE,2020-06-10,user544@example.com
546,FI,2021-03-31,user545@example.com
547,SE,2022-10-20,user546@example.com
548,FI,2019-04-12,user547@example.com
549,NO,2021-03-29,user548@example.com
550,DK,2022-10-27,user549@example.com
551,SE,2022-09-27,user550@example.com
552,FI,2019-06-08,user551@example.com
553,SE,2020-01-22,user552@example.com
554,FI,2021-04-14,user553@example.com
555,SE,2023-02-09,user554@example.com
556,FI,2019-03-27,user555@example.com
557,FI,2021-03-31,user556@example.com
558,NO,2019-04-28,user557@example.com
559,FI,2022-01-12,user558@example.com
560,NO,2019-02-19,user559@example.com
561,FI,2023-01-14,user560@example.com
562,DK,2020-03-25,user561@example.com
563,DK,2021-09-12,user562@example.com
564,DK,2023-07-02,user563@example.com
565,FI,2020-04-21,user564@example.com
566,NO,2020-09-12,user565@example.com
567,NO,2023-07-24,user566@example.com
568,FI,2019-07-15,user567@example.com
569,DK,2019-03-22,user568@example.com
570,DK,2021-04-20,user569@example.com
571,NO,2022-05-04,user570@example.com
572,DK,2019-09-01,user571@example.com
573,SE,2022-01-25,user572@example.com
574,NO,2023-04-11,user573@example.com
575,DK,2023-03-18,user574@example.com
576,NO,2022-05-18,user575@example.com
577,SE,2020-05-24,user576@example.com
578,NO,2022-04-28,user577@example.com
579,NO,2019-03-11,user578@example.com
580,NO,2022-05-15,user579@example.com
581,NO,2023-06-13,user580@example.com
582,SE,2022-05-18,user581@example.com
583,FI,2021-10-19,user582@example.com
584,NO,2019-02-03,user583@example.com
585,NO,2021-07-13,user584@example.com
586,DK,2019-12-10,user585@example.com
587,NO,2021-08-04,user586@example.com
588,DK,2019-06-23,user587@example.com
589,FI,2023-08-03,user588@example.com
590,SE,2021-11-10,user589@example.com
591,SE,2020-05-05,user590@example.com
592,FI,2022-11-02,user591@example.com
593,SE,2023-11-20,user592@example.com
594,FI,2020-04-07,user593@example.com
595,FI,2023-03-10,user594@example.com
596,FI,2020-04-02,user595@example.com
597,SE,2022-12-22,user596@example.com
598,DK,2021-11-08,user597@example.com
599,FI,2020-10-20,user598@example.com
600,NO,2022-05-10,user599@example.com
601,SE,2021-07-11,user600@example.com
602,FI,2020-07-05,user601@example.com
603,FI,2020-09-25,user602@example.com
604,NO,2023-12-04,user603@example.com
605,DK,2023-01-15,user604@example.com
606,DK,2021-01-07,user605@example.com
607,DK,2019-03-25,user606@example.com
608,FI,2020-04-25,user607@example.com
609,FI,2021-05-19,user608@example.com
610,FI,2022-09-02,user609@example.com
611,SE,2019-12-11,user610@example.com
612,NO,2021-05-16,user611@example.com
613,FI,2023-05-16,user612@example.com
614,NO,2023-08-27,user613@example.com
615,NO,2019-09-02,user614@example.com
616,DK,2022-02-11,user615@example.com
617,SE,2023-10-14,user616@example.com
618,FI,2022-02-22,user617@example.com
619,DK,2021-02-17,user618@example.com
620,DK,2020-08-04,user619@example.com
621,FI,2023-03-02,user620@example.com
622,NO,2021-12-16,user621@example.com
623,DK,2023-03-05,user622@example.com
624,NO,2021-04-26,user623@example.com
625,SE,2019-09-25,user624@example.com
626,NO,2020-11-14,user625@example.com
627,SE,2023-05-18,user626@example.com
628,NO,2022-01-31,user627@example.com
629,DK,2021-02-10,user628@example.com
630,DK,2023-09-24,user629@example.com
631,SE,2023-10-01,user630@example.com
632,FI,2021-01-14,user631@example.com
633,SE,2023-11-05,user632@example.com
634,SE,2023-11-30,user633@example.com
635,NO,2022-03-25,user634@example.com
636,NO,2020-07-24,user635@example.com
637,SE,2019-05-29,user636@example.com
638,DK,2021-04-09,user637@example.com
639,NO,2022-09-30,user638@example.com
640,FI,2021-07-06,user639@example.com
641,NO,2021-08-21,user640@example.com
642,NO,2022-01-05,user641@example.com
643,FI,2021-04-28,user642@example.com
644,SE,2020-11-12,user643@example.com
645,FI,2020-05-05,user644@example.com
646,SE,2020-03-10,user645@example.com
647,SE,2023-10-05,user646@example.com
648,SE,2023-11-13,user647@example.com
649,FI,2021-04-23,user648@example.com
650,SE,2021-07-06,user649@example.com
651,DK,2020-08-09,user650@example.com
652,FI,2021-03-31,user651@example.com
653,DK,2023-02-06,user652@example.com
654,SE,2022-03-11,user653@example.com
655,NO,2022-01-24,user654@example.com
656,SE,2019-07-13,user655@example.com
657,DK,2021-04-08,user656@example.com
658,DK,2020-04-12,user657@example.com
659,FI,2023-07-03,user658@example.com
660,NO,2021-11-19,user659@example.com
661,FI,2019-08-06,user660@example.com
662,DK,2023-07-13,user661@example.com
663,SE,2021-06-26,user662@example.com
664,NO,2019-02-26,user663@example.com
665,SE,2023-04-12,user664@example.com
666,SE,2023-07-21,user665@example.com
667,NO,2023-03-07,user666@example.com
668,FI,2023-10-27,user667@example.com
669,SE,2023-09-04,user668@example.com
670,DK,2019-01-15,user669@example.com
671,SE,2020-02-21,user670@example.com
672,NO,2023-09-12,user671@example.com
673,NO,2022-05-01,user672@example.com
674,NO,2020-03-16,user673@example.com
675,FI,2023-10-17,user674@example.com
676,SE,2019-03-29,user675@example.com
677,FI,2020-02-11,user676@example.com
678,FI,2021-12-12,user677@example.com
679,NO,2023-06-07,user678@example.com
680,NO,2021-10-31,user679@example.com
681,FI,2021-08-29,user680@example.com
682,SE,2021-07-04,user681@example.com
683,DK,2019-11-22,user682@example.com
684,FI,2020-04-25,user683@example.com
685,SE,2023-09-04,user684@example.com
686,NO,2022-05-30,user685@example.com
687,NO,2022-07-15,user686@example.com
688,SE,2019-10-21,user687@example.com
689,DK,2022-08-03,user688@example.com
690,NO,2019-08-12,user689@example.com
691,NO,2020-08-27,user690@example.com
692,NO,2021-12-19,user691@example.com
693,SE,2023-03-21,user692@example.com
694,FI,2021-11-03,user693@example.com
695,NO,2021-09-01,user694@example.com
696,FI,2019-06-01,user695@example.com
697,DK,2019-08-27,user696@example.com
698,NO,2021-02-18,user697@example.com
699,NO,2021-03-10,user698@example.com
700,DK,2023-09-30,user699@example.com
701,NO,2022-02-17,user700@example.com
702,FI,2022-01-29,user701@example.com
703,SE,2023-11-10,user702@example.com
704,FI,2020-03-01,user703@example.com
705,SE,2022-04-30,user704@example.com
706,SE,2023-02-10,user705@example.com
707,FI,2019-12-31,user706@example.com
708,FI,2020-05-14,user707@example.com
709,FI,2023-08-03,user708@example.com
710,FI,2019-02-13,user709@example.com
711,DK,2021-04-04,user710@example.com
712,NO,2021-05-02,user711@example.com
713,SE,2022-12-13,user712@example.com
714,FI,2023-11-24,user713@example.com
715,FI,2019-09-26,user714@example.com
716,FI,2023-09-05,user715@example.com
717,DK,2023-08-20,user716@example.com
718,FI,2020-12-02,user717@example.com
719,FI,2021-08-28,user718@example.com
720,FI,2022-06-23,user719@example.com
721,NO,2022-01-19,user720@example.com
722,DK,2022-04-04,user721@example.com
723,FI,2022-09-08,user722@example.com
724,SE,2022-03-15,user723@example.com
725,SE,2020-05-11,user724@example.com
726,SE,2019-04-10,user725@example.com
727,DK,2023-08-09,user726@example.com
728,DK,2023-02-25,user727@example.com
729,SE,2021-02-09,user728@example.com
730,FI,2022-07-02,user729@example.com
731,DK,2023-06-04,user730@example.com
732,SE,2023-07-04,user731@example.com
733,SE,2020-12-26,user732@example.com
734,FI,2023-07-23,user733@example.com
735,NO,2022-01-08,user734@example.com
